Full Location Name	Latitude	Longitude	Public Notes	Private Notes	Trimmed Name	Alternate Names	Parent	Secondary Parents	Validity
Suamalu, Lampung, Sumatra, Indonesia	-5.729773	105.196651	.	.	Suamalu	.	Lampung, Sumatra, Indonesia	Lampung Bay, Lampung, Sumatra, Indonesia	.
Liang Island, Sumbawa, West Nusa Tenggara, Indonesia	-8.492360	117.657939	.	.	Liang Island	.	Sumbawa, West Nusa Tenggara, Indonesia	.	.
Kai Islands, Maluku Province, Maluku Islands, Indonesia	-5.756638	132.742091	.	.	Kai Islands	.	Maluku Province, Maluku Islands, Indonesia	.	.
Kolseer, Kai Islands, Maluku Province, Maluku Islands, Indonesia	-5.660615	132.717641	.	.	Kolseer	.	Kai Islands, Maluku Province, Maluku Islands, Indonesia	.	.
Seram Island, Maluku Province, Maluku Islands, Indonesia	-3.093776	129.545188	.	.	Seram Island	.	Maluku Province, Maluku Islands, Indonesia	.	.
Piru Bay, Seram Island, Maluku Province, Maluku Islands, Indonesia	-3.106772	128.157565	.	.	Piru Bay	.	Seram Island, Maluku Province, Maluku Islands, Indonesia	.	.
Parigi, West Java, Java, Indonesia	-7.689630	108.532643	.	.	Parigi	.	West Java, Java, Indonesia	.	.
Cilacap, West Java, Java, Indonesia	-7.708880	109.038658	.	.	Cilacap	.	West Java, Java, Indonesia	.	.
Kepulauan Seribu, Jakarta, Java, Indonesia	-5.658640	106.571639	.	.	Kepulauan Seribu	Thousand Islands	Jakarta, Java, Indonesia	.	.
Haruku Island, Maluku Province, Maluku Islands, Indonesia	-3.568514	128.481957	.	.	Haruku Island	.	Maluku Province, Maluku Islands, Indonesia	.	.
Trenggalek, East Java, Java, Indonesia	-8.328456	111.578521	.	.	Trenggalek	.	East Java, Java, Indonesia	.	.
Zira, Banc d'Arguin, Mauritania	19.868834	-16.296017	.	.	Zira	.	Banc d'Arguin, Mauritania	.	.
Agheneiver, Banc d'Arguin, Mauritania	19.868041	-16.389780	.	.	Agheneiver	.	Banc d'Arguin, Mauritania	.	.
Salina San Carlos, Cádiz, Andalusia, Spain	36.854978	-6.348306	.	.	Salina San Carlos	.	Cádiz, Andalusia, Spain	.	.
Lekki, Nigeria	6.498607	3.795484	.	.	Lekki	.	Nigeria	.	.
Laguna de Bara de Navidad, Jalisco, Mexico	19.191370	-104.671104	.	.	Laguna de Bara de Navidad	.	Jalisco, Mexico	.	.
Isla San Ignacio, Sinaloa, Mexico	25.369444	-108.797778	.	coords from paper	Isla San Ignacio	.	Sinaloa, Mexico	.	.
Isla Guasayeye, Sinaloa, Mexico	25.476417	-108.844694	.	coords from paper	Isla Guasayeye	.	Sinaloa, Mexico	.	.
Isla Tesobiate, Sinaloa, Mexico	25.488500	-108.806472	.	coords from paper	Isla Tesobiate	.	Sinaloa, Mexico	.	.
Isla Nescoco, Sinaloa, Mexico	25.501024	-108.859543	.	.	Isla Nescoco	.	Sinaloa, Mexico	.	.
Isla Las Chivas, Sinaloa, Mexico	25.507806	-108.886583	.	coords from paper	Isla Las Chivas	.	Sinaloa, Mexico	.	.
Isla Altamura, Sinaloa, Mexico	24.819444	-108.310833	.	coords from paper	Isla Altamura	.	Sinaloa, Mexico	.	.
Isla Talchichitle, Sinaloa, Mexico	24.812500	-108.156667	.	coords from paper	Isla Talchichitle	.	Sinaloa, Mexico	.	.
Tabasco, Mexico	18.441524	-93.281411	State	.	Tabasco	.	Atlantic coast of Mexico	.	.
Copano Bay, Texas, USA	28.125311	-97.102122	.	.	Copano Bay	.	Texas, USA	.	.
Progreso, Yucatan, Mexico	21.288554	-89.661664	.	.	Progreso	.	Yucatan, Mexico	.	.
Little Dauphin Island, Dauphin Island, Mobile County, Alabama, USA	30.269591	-88.102517	.	.	Little Dauphin Island	.	Dauphin Island, Mobile County, Alabama, USA	.	.
Horn Island, Jackson County, Mississippi, USA	30.232955	-88.666950	.	.	Horn Island	.	Jackson County, Mississippi, USA	.	.
Punta Morales, Puntarenas, Costa Rica	10.066248	-84.967966	.	.	Punta Morales	.	Puntarenas, Costa Rica	.	.
Jiaozhou, Qingdao, Shandong, China	36.157811	120.112927	.	.	Jiaozhou	.	Qingdao, Shandong, China	.	.
Bahowo, North Sulawesi, Sulawesi, Indonesia	1.583072	124.818429	.	.	Bahowo	.	North Sulawesi, Sulawesi, Indonesia	.	.
Kosi Lake, KwaZulu-Natal, South Africa	-26.985076	32.838548	.	.	Kosi Lake	Kuhlange	KwaZulu-Natal, South Africa	.	.
Mlalazi, KwaZulu-Natal, South Africa	-28.943971	31.818127	.	.	Mlalazi	.	KwaZulu-Natal, South Africa	.	.
Mfolozi, KwaZulu-Natal, South Africa	-28.389641	32.424829	.	.	Mfolozi	.	KwaZulu-Natal, South Africa	.	.
Western Cape, South Africa	-34.422047	21.306483	.	.	Western Cape	.	South Africa	.	.
Knysna Lagoon, Western Cape, South Africa	-34.051004	23.039515	.	.	Knysna Lagoon	.	Western Cape, South Africa	.	.
Yinhai, Beihai, Guangxi, China	21.408611	109.200556	.	coords from paper	Yinhai	.	Beihai, Guangxi, China	.	.
Alagoas, Brazil	-9.559935	-35.720379	State	.	Alagoas	.	Brazil	Eastern Brazil	.
Mundaú Lagoon, Alagoas, Brazil	-9.626387	-35.778005	.	.	Mundaú Lagoon	.	Alagoas, Brazil	.	.
Pulicat Lake, India	13.599276	80.186243	.	.	Pulicat Lake	.	India	East coast of India	.
Rushikulya Estuary, Odisha, India	19.380182	85.040763	.	.	Rushikulya Estuary	.	Odisha, India	.	.
Chinnapalam, Ramanathapuram District, Tamil Nadu, India	9.266667	79.216667	.	.	Chinnapalam	.	Ramanathapuram District, Tamil Nadu, India	.	.
Kamboi, Bharuch District, Gujarat India	22.216901	72.621714	.	.	Kamboi	.	Bharuch District, Gujarat India	.	.
Nada, Bharuch District, Gujarat India	21.922921	72.512659	.	.	Nada	.	Bharuch District, Gujarat India	.	.
Gandhar, Bharuch District, Gujarat India	21.901106	72.625576	.	.	Gandhar	.	Bharuch District, Gujarat India	.	.
Tar Landing Bay, Beaufort, Carteret County, North Carolina, USA	34.701917	-76.704703	.	.	Tar Landing Bay	.	Beaufort, Carteret County, North Carolina, USA	.	.
Canary Creek Marsh, Lewes, Sussex County, Delaware, USA	38.788543	-75.165892	.	.	Canary Creek Marsh	.	Sussex County, Delaware, USA	.	.
Walden Creek, Brunswick County, North Carolina, USA	33.968932	-77.974235	.	.	Walden Creek	.	Brunswick County, North Carolina, USA	.	.
Brunswick County, North Carolina, USA	34.716991	-76.671251	.	.	Brunswick County	.	North Carolina, USA	.	.
Naples, Collier County, Florida, USA	26.144440	-81.808273	.	.	Naples	.	Collier County, Florida, USA	.	.
Rio Goiana, Pernambuco, Brazil	-7.563890	-34.836482	.	.	Rio Goiana	.	Pernambuco, Brazil	.	.
Tybee Island, Chatham County, Georgia, USA	32.024205	-80.843601	.	.	Tybee Island	.	Chatham County, Georgia, USA	.	.
Stony Brook, Suffolk County, New York, USA	40.926396	-73.147497	.	.	Stony Brook	.	Suffolk County, New York, USA	.	.
Nembe, Nigeria	4.338830	6.411331	Location approximate	.	Nembe	.	Nigeria	.	.
Al-Doha, Kuwait	29.371273	47.802937	.	.	Al-Doha	.	Kuwait	Kuwait Bay, Kuwait	.
Kuwait Institute of Scientific Research West Site, Kuwait	29.324041	47.865963	.	.	Kuwait Institute of Scientific Research West Site	.	Kuwait	Kuwait Bay, Kuwait	.
Kuwait Institute of Scientific Research East Site, Kuwait	29.337230	47.902525	.	.	Kuwait Institute of Scientific Research East Site	.	Kuwait	Kuwait Bay, Kuwait	.
Graeme Hall Swamp, Barbados	13.072642	-59.578010	.	.	Graeme Hall Swamp	.	Barbados	.	.
Puerto Vallarta, Jalisco, Mexico	20.652450	-105.249029	.	.	Puerto Vallarta	.	Jalisco, Mexico	.	.
Central Pacific Ocean	-10.306432	-165.602984	.	.	Central Pacific Ocean	.	Pacific Ocean	.	.
Abo, Somalia	11.791655	50.520700	.	.	Abo	.	Somalia	.	.
Jazeera, Somalia	1.948519	45.181457	.	.	Jazeera	Gesira	Somalia	.	.
Webi Jubba River, Somalia	-0.250597	42.528420	.	.	Webi Jubba River	Giuba River	Somalia	.	.
Lac Badana, Somalia	-0.840830	42.067940	.	.	Lac Badana	.	Somalia	.	.
Bender Mtoni, Somalia	-0.481602	42.432653	.	.	Bender Mtoni	.	Somalia	.	.
Yemn, Somalia	-0.850701	42.072879	Locationi approximate	.	Yemn	.	Somalia	.	.
Southern Somalia	0.859455	43.751653	.	.	Southern Somalia	.	Somalia	.	.
West coast of India	17.055006	73.250474	.	.	West coast of India	.	India	Arabian Sea	.
Bahía Blanca, Buenos Aires Province, Argentina	-38.855147	-62.203785	.	.	Bahía Blanca	.	Buenos Aires Province, Argentina	.	.
Puerto Rosales, Bahía Blanca, Buenos Aires Province, Argentina	-38.899200	-62.101605	.	.	Puerto Rosales	.	Bahía Blanca, Buenos Aires Province, Argentina	.	.
Maruhubi, Zanzibar, Unguja, Tanzania	-6.142490	39.208145	.	.	Maruhubi	.	Zanzibar, Unguja, Tanzania	.	.
Richard's Bay, KwaZulu-Natal, South Africa	-28.804678	32.047430	.	.	Richard's Bay	.	KwaZulu-Natal, South Africa	.	.
Mngazana, Eastern Cape, South Africa	-31.691829	29.420641	.	.	Mngazana	.	Eastern Cape, South Africa	.	.
Mtwapa Creek, Kenya	-3.958634	39.753482	Border of Mombassa and Kilifi Counties	.	Mtwapa Creek	.	Kenya	.	.
Rowes Bay, Townsville, Queensland, Australia	-19.222747	146.117690	.	.	Rowes Bay	.	Townsville, Queensland, Australia	.	.
Lagos Lagoon, Nigeria	6.537351	3.600265	.	.	Lagos Lagoon	.	Nigeria	.	.
University of Lagos, Lagos, Nigeria	6.511585	3.399026	.	.	University of Lagos	.	Lagos, Nigeria	.	.
Durgarajupatnam, Nellore District, Andhra Pradesh, India	13.983084	80.159865	.	.	Durgarajupatnam	.	Nellore District, Andhra Pradesh, India	.	.
La Restinga Margarita, Margarita Island, Nueva Esparta, Venezuela	10.989444	-64.155431	.	.	La Restinga Margarita	Laguna National Park;Laguna de La Restinga	Margarita Island, Nueva Esparta, Venezuela	.	.
Charlotte Harbor, Florida, USA	26.812301	-82.115127	.	.	Charlotte Harbor	.	Florida, USA	West coast of Florida, USA	.
McFaddin National Wildlife Refuge, Jefferson County, Texas, USA	29.644734	-94.140763	.	.	McFaddin National Wildlife Refuge	.	Jefferson County, Texas, USA	.	.
Clam Lake, McFaddin National Wildlife Refuge, Jefferson County, Texas, USA	29.687959	-94.102716	.	.	Clam Lake	.	McFaddin National Wildlife Refuge, Jefferson County, Texas, USA	.	.
Lake Pontchartrain, Louisiana, USA	30.180577	-90.106483	.	.	Lake Pontchartrain	.	Louisiana, USA	.	.
Eastern Lake Pontchartrain, Louisiana, USA	30.155609	-89.793539	.	.	Eastern Lake Pontchartrain	.	Lake Pontchartrain, Louisiana, USA	.	.
Lake Borgne, Louisiana, USA	30.041162	-89.626143	.	.	Lake Borgne	.	Louisiana, USA	.	.
Eastern Lake Borgne, Louisiana, USA	30.128775	-89.475895	.	.	Eastern Lake Borgne	.	Lake Borgne, Louisiana, USA	.	.
Western Lake Borgne, Louisiana, USA	29.979645	-89.717598	.	.	Western Lake Borgne	.	Lake Borgne, Louisiana, USA	.	.
Mississippi Sound, USA	30.293317	-88.562138	.	.	Mississippi Sound	.	Gulf coast of United States	.	.
Western Mississippi Sound, USA	30.177904	-89.287840	.	.	Western Mississippi Sound	.	Mississippi Sound, USA	.	.
Terrebonne Parish, Louisiana, USA	29.242760	-90.861420	.	.	Terrebonne Parish	.	Louisiana, USA	.	.
Southport, Brunswick County, North Carolina, USA	33.917877	-78.015701	.	.	Southport	.	Brunswick County, North Carolina, USA	.	.
St. Mark's Wildlife Refuge, Wakulla County, Florida, USA	30.095419	-84.188330	.	.	St. Mark's Wildlife Refuge	.	Wakulla County, Florida, USA	.	.
Taylor's Gut, Kent County, Delaware, USA	39.168653	-75.420755	.	.	Taylor's Gut	.	Kent County, Delaware, USA	.	.
Kent County, Delaware, USA	39.160140	-75.413014	.	.	Kent County	.	Delaware, USA	.	.
Kali River, Karnatka, India	14.846857	74.147649	.	.	Kali River	.	Karnataka, India	.	.
Mavinahole Creek, Kali River, Karnatka, India	14.844167	74.128889	.	.	Mavinahole Creek	.	Kali River, Karnatka, India	.	.
Kanasgeri, Kali River, Karnatka, India	14.857778	74.152222	.	.	Kanasgeri	.	Kali River, Karnatka, India	.	.
Sunkeri, Kali River, Karnatka, India	14.837500	74.170556	.	.	Sunkeri	.	Kali River, Karnatka, India	.	.
Kadwad, Kali River, Karnatka, India	14.849444	74.180833	.	.	Kadwad	.	Kali River, Karnatka, India	.	.
Kinnar, Kali River, Karnatka, India	14.863611	74.223611	.	.	Kinnar	.	Kali River, Karnatka, India	.	.
Jamaica Bay Wildlife Refuge, New York, USA	40.617747	-73.822817	.	.	Jamaica Bay Wildlife Refuge	.	New York, USA	.	.
Msimbazi River, Dar es Salaam, Tanzania	-6.796272	39.280980	.	.	Msimbazi River	.	Dar es Salaam, Tanzania	.	.
Umarsadi, Valsad District, Gujarat India	20.531540	72.889960	.	.	Umarsaid	.	Valsad District, Gujarat India	.	.
Karwar Mangrove Forest, Kali River, Karnatka, India	14.883620	74.187670	.	coords from paper	Karwar Mangrove Forest	.	Kali River, Karnatka, India	.	.
Aghnashini River, Karnatka, India	14.534492	74.362975	.	.	Aghnashini River	.	Karnataka, India	.	.
Divigi, Aghnashini River, Karnatka, India	14.444167	74.435600	.	coords from paper	Divigi	.	Aghnashini River, Karnatka, India	.	.
Hegde, Aghnashini River, Karnatka, India	14.475900	74.426617	.	coords from paper	Hegde	.	Aghnashini River, Karnatka, India	.	.
Kagal, Aghnashini River, Karnatka, India	14.495583	74.379117	.	coords from paper	Kagal	.	Aghnashini River, Karnatka, India	.	.
Bargi, Aghnashini River, Karnatka, India	14.523100	74.381317	.	coords from paper	Bargi	.	Aghnashini River, Karnatka, India	.	.
Navi Mumbai, Maharashtra, India	18.995564	73.021143	.	.	Navi Mumbai	.	Maharashtra, India	.	.
Uran, Navi Mumbai, Maharashtra, India	18.870676	72.919201	.	.	Uran	.	Navi Mumbai, Maharashtra, India	.	.
Nagapattinam District, Tamil Nadu, India	10.808140	79.849808	District	.	Nagapattinam District	.	Tamil Nadu, India	.	.
Arucottauthrai, Nagapattinam District, Tamil Nadu, India	10.394560	79.869082	.	.	Arucottauthrai	Arukkattuthurai	Nagapattinam District, Tamil Nadu, India	.	.
Point Calimere, Nagapattinam District, Tamil Nadu, India	10.388454	79.869250	.	.	Point Calimere	.	Nagapattinam District, Tamil Nadu, India	.	.
Thiruvarur District, Tamil Nadu, India	10.808140	79.849808	District	.	Thiruvarur District	.	Tamil Nadu, India	.	.
Muthupet, Thiruvarur District, Tamil Nadu, India	10.387004	79.480224	.	.	Muthupet	Muthupettai	Thiruvarur District, Tamil Nadu, India	.	.
Adiramapattinam, Thanjavur District, Tamil Nadu, India	10.317684	79.393380	.	.	Adiramapattinam	.	Thanjavur District, Tamil Nadu, India	.	.
Thanjavur District, Tamil Nadu, India	10.289413	79.346487	District	.	Thanjavur District	.	Tamil Nadu, India	.	.
Mallipattinam, Thanjavur District, Tamil Nadu, India	10.278052	79.319771	.	.	Malipattinam	.	Thanjavur District, Tamil Nadu, India	.	.
Sethubavachatram, Thanjavur District, Tamil Nadu, India	10.247333	79.280924	.	.	Sethubavachatram	.	Thanjavur District, Tamil Nadu, India	.	.
Kattumavadi, Pudukkottai District, Tamil Nadu, India	10.130919	79.231059	.	.	Kattumavadi	.	Pudukkottai District, Tamil Nadu, India	.	.
Pudukkottai District, Tamil Nadu, India	9.954337	79.178241	District	.	Pudukkottai District	.	Tamil Nadu, India	.	.
Manmelkudi, Pudukkottai District, Tamil Nadu, India	10.038531	79.255239	.	.	Manamelkudi	.	Pudukkottai District, Tamil Nadu, India	.	.
Jegathapattinam, Pudukkottai District, Tamil Nadu, India	9.962356	79.185934	.	.	Jegathapattinam	.	Pudukkottai District, Tamil Nadu, India	.	.
Pasipattinam, Pudukkottai District, Tamil Nadu, India	9.811781	79.081187	.	.	Pasipattinam	.	Pudukkottai District, Tamil Nadu, India	.	.
Kutch District, Gujarat, India	22.941652	69.038043	District	.	Kutch District	Kachchh District	Gujarat, India	.	.
Naliya, Kutch District, Gujarat, India	23.255935	68.826441	.	.	Naliya	.	Kutch District, Gujarat, India	.	.
Mundra, Kutch District, Gujarat, India	22.750830	69.705419	.	.	Mundra	.	Kutch District, Gujarat, India	Gulf of Kutch, Gujarat, India	.
Jodiya, Jamnagar District, Gujarat, India	22.730847	70.267315	.	.	Jodiya	.	Jamnagar District, Gujarat, India	.	.
Jamnagar, Jamnagar District, Gujarat, India	22.545995	70.028200	.	.	Jamnagar	.	Jamnagar District, Gujarat, India	.	.
Sikka, Jamnagar District, Gujarat, India	22.433629	69.828552	.	.	Sikka	.	Jamnagar District, Gujarat, India	.	.
Khambhalia, Devbhoomi Dwarka District, Gujarat India	22.356845	69.646330	.	.	Khambalia	.	Devbhoomi Dwarka District, Gujarat India	Gulf of Kutch, Gujarat, India	.
Bhatiya, Devbhoomi Dwarka District, Gujarat India	22.268763	69.254980	.	.	Bhatiya	.	Devbhoomi Dwarka District, Gujarat India	Gulf of Kutch, Gujarat, India	.
Positra, Devbhoomi Dwarka District, Gujarat India	22.522409	69.193262	.	.	Positra	.	Devbhoomi Dwarka District, Gujarat India	Gulf of Kutch, Gujarat, India	.
Jamnagar District, Gujarat, India	22.558971	70.171700	District	.	Jamnagar District	.	Gujarat, India	Gulf of Kutch, Gujarat, India	.
Devbhoomi Dwarka District, Gujarat India	22.424464	68.992443	District	.	Devbhoomi Dwarka District	.	Gujarat, India	.	.
Gir Somnath District, Gujarat India	20.764649	70.668564	District	.	Gir Somnath District	.	Gujarat, India	.	.
Bharuch District, Gujarat India	21.677973	72.526481	District	.	Bharuch District	.	Gujarat, India	Gulf of Khambhat, Gujarat, India	.
Valsad District, Gujarat India	20.503082	72.884995	District	.	Valsad District	.	Gujarat, India	.	.
Jakhau, Kutch District, Gujarat, India	23.300000	68.360000	.	.	Jakhau	.	Kutch District, Gujarat, India	.	.
Sangi, Kutch District, Gujarat, India	23.170000	68.310000	.	.	Sangi	.	Kutch District, Gujarat, India	.	.
Medi, Kutch District, Gujarat, India	23.270000	68.290000	.	.	Medi	.	Kutch District, Gujarat, India	.	.
Ritchie's Archipelago, Andaman Islands	12.099167	93.019282	.	.	Ritchie's Archipelago	.	Andaman Islands	.	.
Neil Island, Ritchie's Archipelago, Andaman Islands	11.829362	93.042746	.	.	Neil Island	.	Ritchie's Archipelago, Andaman Islands	.	.
Wilson Island, Ritchie's Archipelago, Andaman Islands	12.133556	92.967139	.	coords from paper	Wilson Island	.	Ritchie's Archipelago, Andaman Islands	.	.
Nicolson Island, Ritchie's Archipelago, Andaman Islands	12.103850	92.954450	.	coords from paper	Nicolson Island	.	Ritchie's Archipelago, Andaman Islands	.	.
Indira Point, Great Nicobar, Nicobar Islands	6.753935	93.925700	.	.	Indira Point	.	Great Nicobar, Nicobar Islands	.	.
Laxman Beach, Great Nicobar, Nicobar Islands	7.024233	93.921117	.	coords from paper	Laxman Beach	.	Great Nicobar, Nicobar Islands	.	.
B' Quarry, Great Nicobar, Nicobar Islands	6.997367	93.946300	.	coords from paper	B' Quarry	.	Great Nicobar, Nicobar Islands	.	.
Joginder Nagar, Great Nicobar, Nicobar Islands	6.939533	93.916650	.	coords from paper	Joginder Nagar	.	Great Nicobar, Nicobar Islands	.	.
Laxmi Nagar, Great Nicobar, Nicobar Islands	6.897117	93.899600	.	coords from paper	Laxmi Nagar	.	Great Nicobar, Nicobar Islands	.	.
Gandhi Nagar, Great Nicobar, Nicobar Islands	6.850933	93.896150	.	coords from paper	Gandhi Nagar	.	Great Nicobar, Nicobar Islands	.	.
Shastry Nagar, Great Nicobar, Nicobar Islands	6.797600	93.886283	.	coords from paper	Shastry Nagar	.	Great Nicobar, Nicobar Islands	.	.
Galathea River, Great Nicobar, Nicobar Islands	6.820333	93.865000	.	coords from paper	Galathea River	.	Great Nicobar, Nicobar Islands	.	.
Kopen Heat, Great Nicobar, Nicobar Islands	6.848717	93.799717	.	coords from paper	Kopen Heat	.	Great Nicobar, Nicobar Islands	.	.
Cabo Corrientes, Chocó, Colombia	5.496008	-77.532296	.	.	Cabo Corrientes	.	Pacific coast of Colombia	Chocó, Colombia	.
Cabo Marzo, Chocó, Colombia	6.875786	-77.678041	.	.	Cabo Marzo	.	Pacific coast of Colombia	Chocó, Colombia	.
Bahía Solano, Chocó, Colombia	6.228738	-77.402441	.	.	Bahía Solano	.	Pacific coast of Colombia	Chocó, Colombia	.
Isla del Gallo, Nariño, Colombia	2.015569	-78.656735	.	.	Isla del Gallo	.	Nariño, Colombia	.	.
Río Mira, Nariño, Colombia	1.619245	-78.973018	.	.	Río Mira	.	Nariño, Colombia	.	.
Río Patia, Nariño, Colombia	2.372287	-78.322321	.	.	Río Patia	.	Nariño, Colombia	.	.
Sanquianga, Nariño, Colombia	2.560253	-78.310922	.	.	Sanquianga	.	Nariño, Colombia	.	.
Guapi, Cauca, Colombia	2.576622	-77.883426	.	.	Guapi	.	Cauca, Colombia	.	.
Timbiqui, Cauca, Colombia	2.780805	-77.672996	.	.	Timbiqui	.	Cauca, Colombia	.	.
Punta Soldado, Bahia de Buenaventura, Valle del Cauca, Colombia	3.767322	-77.169210	.	.	Punta Saldado	.	Bahia de Buenaventura, Valle del Cauca, Colombia	.	.
El Choncho Island, San Juan River, Chocó, Colombia	4.143775	-77.482132	Location approximate	.	El Choncho Island	.	San Juan River, Chocó, Colombia	.	.
San Juan River, Chocó, Colombia	4.155448	-77.472979	.	.	San Juan River (Colombia)	.	Chocó, Colombia	.	.
Punta Arditas, Chocó, Colombia	7.149535	-77.807538	.	.	Punta Arditas	.	Chocó, Colombia	.	.
Juradó, Chocó, Colombia	7.112593	-77.771745	.	.	Juradó	.	Chocó, Colombia	.	.
Curiche, Chocó, Colombia	7.053592	-77.702748	.	.	Curiche	.	Chocó, Colombia	.	.
Paraty, Rio de Janeiro, Brazil	-23.211107	-44.710343	.	.	Paraty	.	Rio de Janeiro, Brazil	.	.
Patitiba, Paraty, Rio de Janeiro, Brazil	-23.217530	-44.717519	.	.	Patitiba	.	Paraty, Rio de Janeiro, Brazil	.	.
Ubatuba, São Paulo, Brazil	-23.438671	-45.069491	.	.	Ubatuba	.	São Paulo, Brazil	.	.
Indaiá, Ubatuba, São Paulo, Brazil	-23.416111	-45.720278	.	coords from paper	Indaiá	.	Ubatuba, São Paulo, Brazil	.	.
Ubatumirim, Ubatuba, São Paulo, Brazil	-23.338333	-44.883889	.	coords from paper	Ubatumirim	.	Ubatuba, São Paulo, Brazil	.	.
Sabine National Wildlife Refuge, Cameron Parish, Louisiana, USA	29.905024	-93.529935	.	.	Sabine National Wildlife Refuge	.	Cameron Parish, Louisiana, USA	.	.
Port Henderson, Jamaica	17.949215	-76.874409	.	.	Port Henderson	.	Jamaica	.	.
Mantanzas, Cuba	23.038825	-81.544045	.	.	Mantanzas	.	Cuba	.	.
Nassau County, Florida, USA	30.610468	-81.441632	.	.	Nassau County	.	Florida, USA	East coast of Florida, USA	.
Fernandina Beach, Nassau County, Florida, USA	30.647597	-81.434471	.	.	Fernandina Beach	.	Nassau County, Florida, USA	.	.
Volusia County, Florida, USA	29.077494	-80.923626	.	.	Volusia County	.	Florida, USA	East coast of Florida, USA	.
Callalisa Park, Volusia County, Florida, USA	29.029510	-80.904216	.	.	Callalisa Park	.	Volusia County, Florida, USA	.	.
Hollywood, Broward County, Florida, USA	26.022015	-80.114268	.	.	Hollywood	.	Broward County, Florida, USA	.	.
